content,pos,neg,query
Y 5 horas despu'es @Telcel m permite publicar mi primer tuit del d'ia...,0,1,telcel
Me castre hoy con #telcel y sus politicas de mierda..,0,1,telcel
Que mal! @INDEPABISgobve y @TareckPSUV deber'ian exigir a #Movistar el bloqueo a cel robados como medida mitigante   @jlbetance,0,1,movistar
Gran desayuno en starbucks despues de que me saquen sangre.. No puedo creer que vi la aguja entrar a mi brazo y no me desmaye,1,0,starbucks
Quiero ir al @Starbucks *-*,1,0,starbucks
asi esta como vuelto locooo el sistema @cess8887 Movistar Apesta!,0,1,movistar
"Nunca contraten @IUSACELL soy uno mas de los muchos clientes insatisfechos,pesimo servicio",0,1,iusacell
Movistar esta de peo.,0,1,movistar
lo 'unico malo que le veo es ser movistar,0,1,movistar
A movistar hay que denunciarlo e_e,0,1,movistar
"Todo listo para ver transformers x segunda ocasi'on patrocinada x LG, Telcel esta presente y solo me hace falta alguien q es especial =)",1,0,telcel
#elmejorinvento el internet#elpeorinvento El internet de TELMEX,0,1,telmex
Con @EscuderiaTelmex y @Telcel gana un incre'ible tel'efono fijo que est'an regalando Â¡!,1,0,telcel
Del nabiucs con #TELCEL no tengo 3G #noesdedios,0,1,telcel
Si hay algo que odio es hablar con los weyes de Telmex. Siempre terminan rega'n'ando/cortantes dando isntrucciones.,0,1,telmex
"Despu'es del tono grabe su mensaje &lt; -- odio escuchar eso, Fuckin' #Iusacell",0,1,iusacell
Que cagada ha estado movistar estos d'ias de pana..,0,1,movistar
tengo una tal Ludivina Martinez que me manda mails de telcel... y no se quien chingados es!,0,1,telcel
Ya fue solventada la situaci'on de MOVISTAR.,1,0,movistar
Extra'no los comerciales de telcel Al termino de los partidos D:,0,1,telcel
#multenatelcel @JoseAMeadeK @lasillarota @UnoNoticias SOSPECHOSAMENTE LOS COMISIONADOS DE COFECO QUIEREN PERDONARLE LA MULTA A TELCEL,0,1,telcel
"Ay qu'e cenita taaan a gusto con una de mis bf's ""u coffee time en starbucks",1,0,starbucks
Sin se'nal de Telcel wft?,0,1,telcel
verga pa q sepais:@ RT: @jesus_nino08 Mardiciooon de pote esta movistar!,0,1,movistar
Hoy mas que nunca odi'e a MOVISTAR!,0,1,movistar
Todos sufren con Movistar menos yo \\o/,1,0,movistar
Peter Pan on Ice / Del 13 al 17 de julio / Auditorio #Telmex /Boletos de 90 a 550$/ Informes Ticketmaster #Jalisco #Mexico #Guadalajara,0,1,telmex
Nos debemos un Frappe de Starbucks de la UADE con @solste,1,0,starbucks
ODIO A @Inni17!!!!!! TIENE FNAC Y STARBUCKS AL LADITO :(,0,1,starbucks
Esto de venir en carretera y tuiteando en la comodidad del iPad es lo m'as!! Que viva el 3G de @Telcel,1,0,telcel
6 Gb mensuales no me duran! creo que mi relaci'on con Movistar est'a apunto de terminar.,0,1,movistar
"#frasefresa O sea, ve a una tienda telcel y c'omprate un amigo",1,0,telcel
#mtyfollow Ya ni la burla perdonan d nuevo volvieron a robar el Starbucks de Revolucion y Alfonso Reyes aun patrullas en el lugar,0,1,starbucks
Es mi Imaginacion o movistar sta ridiculo hoy -.- :@,0,1,movistar
#yocon118millones compraba mi propio starbucks jajajajaja :D,1,0,starbucks
"Debo felicitar a los t'ecnicos de Telmex, han trabajado fuertemente para solucionar el problema.",1,0,telmex
Emocionado voy a leer el mensaje de texto que me llego. Movistar o una perdida de mi vieja. #ForeverAlone,0,1,movistar
Lo q me hace mas falta son los cafe de starbucks por las manana :s hay q rico un flapuccino de caramelo :D,1,0,starbucks
y que como voy en primero me siento tan orgulloso de tomarme un cafe del starbucks que me tomo fotos tomandolo cada vez que puedo,1,0,starbucks
"Un asco el #starbucks de la jard'in balbuena, te dan todo batido, mal hecho y como ellos kieres, q desilusi'on",1,0,starbucks
Como raro la porqueria de telmex hoy tampoco me sirve repito porfavor no se afilie a esa porqueria,0,1,telmex
"Benditos mnsajes de movistar, los odioooooooooooooooooo",0,1,movistar
Maldito telcel es una mierda de red!!!!!!!me cambiare a unefon aunque no tenga buenos equipos!!!!!!,0,1,telcel
movistar se come mi saldo,0,1,movistar
"Ptm cuando necesito el tlf de shit, movistar no sirve!!",0,1,movistar
Movistar no sabe que mas inventar!..,0,1,movistar
CREO Q TODOS LSO QUE TENEMOS UN MOVIL TELCEL TENEMOS UN AMIGO (NO ME REFIERO AL PLAN) ES UN AMIGO Q SIEMPRE T INFORMA TODO GRAX #UNONOTICIAS,1,0,telcel
Que le pasa a la red de datos de Movistar? Tengo internet intermitente en EDGE. #wTf? @Presid_Movistar,0,1,movistar
Tengo unas ganas irreales d un cafe dl starbucks y tmb de tener mis patas secas :(,1,0,starbucks
Odiooooo a @Megacable litareal no sirven ni para cobrar!!!!!! :@,1,0,megacable
No eres mexicano si no odias telcel,0,1,telcel
aeropuerto + starbucks..que mas puedo pedir?,1,0,starbucks
Como telcel??@danthe077,0,1,telcel
Qiien qiiere ir a parqe tezontle x un starbucks conmigooo..?? Muero x uno..,1,0,starbucks
"Jajjaja RT @AlisiaManchado: -Alisia dame tu n'umero, eres movistar? -No mi vida, soy motorola. A'un quieres mi n'umero?",1,0,movistar
"Odio a telmex y telcel! todo el d'ia con el internet fallando, y el t'ecnico de Telmex en vez de arreglarlo me dejo sin l'inea! @carlosslim",0,1,telcel
Pues yo... pele'andome con el servicio t'ecnico y comercial de Movistar que me han dejado toda la ma... http://kvs.co/bcbh,0,1,movistar
#Telcel y su Saldo de Regalo es una MAMADA!!! Para que chingaos me sirven 600 de saldo de regalo si no puedo llamar a quien yo quiero? Â¬Â¬',0,1,telcel
Se puede transferir saldo con movistar?,0,1,movistar
arggggggg!! y dale con #$%W#$R #telcel  qe saca interferencia en mis llamadas con @LuisO2606,0,1,telcel
Y sigue fallando la red de telcel,0,1,telcel
No es por hacer publicidad pero desde siempre #telmex y grupo slim ha hecho mas por la cultura que #tvazteca y #televisa juntas,1,0,telmex
Â¿Qu'e le pasa a #Telcel que no puedo mandar mensajes ni consultar mi saldo?,0,1,telcel
Sera hoy la respuesta final de telcel o despu'es de medio ano sin servicio objetara algo mas,0,1,telcel
"Odio movistar! Lo odiooooo! Si no fuera xq toda mi familia lo tiene quitaruia esta shit,:s se debe 0,000001 bs y me cortan el fuck saldo :@",0,1,movistar
#ClienteSatisfecho RT @Mocosa_: MALDITOOO MIIILL VECESSSSS MOVISTAR Y SUSS 6GB DE NAVEGACION! MILL MIILL VCS MALDITO :| [cliente arrecho :|],0,1,movistar
Movistar la concha de tu madre! Cuando vuelve la se'nal?,0,1,movistar
"#telcel roba descaradamente, oculta el costo real de sus servicios y no permite al usuario conocer lo que le hacen pagar. #telmex porquer'ia",0,1,telcel
"Buenas tardes @claza3. Tienes conexi'on #infiernitum, digo #infinitim? Aqui ya se volvi'o a perder. #telmex que pas'o..",0,1,telmex
Gracias a Movistar ya no me gusta la canci'on Hey Soul Sister.,0,1,movistar
Ahora tienen un EXCITE con movistar SUPERENLO,1,0,movistar
ajjj internet jijueperra! ojala se acabe este puto contrato con movistar ya! &gt;:(,0,1,movistar
Y movistar sigue empe'nado en no servir pa medio de mierda.,0,1,movistar
quiero un frapuccino de dulce de leche y mezclarle todos los polvitos que estan ahi en starbucks.,1,0,starbucks
"Qui'en ser'a el locutor de chevrolet est'a contigo, movistar, tu nos inspiras, ven a credichile? pi'erdete una, aparece a cada minuto.",0,1,movistar
#Telcel vale papura... 20 minutos en el chingado tel'efono para que acaben diciendo que vayas a un centro de atenci'on! #esoesincompetencia,0,1,telcel
"TELCEL me rekga, lo bueno que yo soy iusa :D",0,1,telcel
"Sinceramente prefiero el outfit de invierno al del verano, me gustan las mujeres en abrigos de 2 botones, con botas, gorrito y su Starbucks",1,0,starbucks
"Ni telcel, ni movistar, ni siquiera iusacell , tus llamadas con el pensamiento son las que me gustan mas!",0,1,telcel
Las cajas en telcel parece que te dieran dinero en lugar de pagar... Filas eternas :s,0,1,telcel
La se'nal de #movistar se comienza a colapsar en #mendoza,0,1,movistar
Que pedo que @IUSACELL sigue sin resolver el problema me tiene hasta el culo la grabacion en mi cel,0,1,iusacell
#siharrypotterfueramexicano su lechuza ser'ia telcel y la de ron iusacel x) #esoque,1,0,telcel
"@DianaRamonBtz: Me quejo que telcel me deje sin internet, cuando hay ni'nos en Zimbawe(creo que asi es) que se mueren de hambre//zimbabwe",0,1,telcel
100% agree @Presid_Movistar RT @jfsc1986: Me cago en Movistar y sus problemas con la red de datos!!,0,1,movistar
La charla muy interesante pero avisenle que en La Plata no hay starbucks @SMILatam #SMILP,1,0,starbucks
Busco y busco y no encuentro en donde comprar un Galaxy Ace (cc. @telcel),0,1,telcel
que opinan de esta ni'na? â€œ@lynp18: . Eso es mentira movistar siempre enga'nango a los usuario! Pena debreia de dalerles!â€ù,0,1,movistar
QUE BRUTAL LA PUBLICIDAD DE MOVISTAR!!!!!!!!!!!!,1,0,movistar
Odio profundamente al buz'on telcel,0,1,telcel
"Movistar va a hacer que ponga un plan con mas megas lo seeeee a veces los odio, a veces.",0,1,movistar
Ya era hora extra'naba el twit. Pero es una pesadilla el servicio de telcel hasta cuando tendremos un servicio de calidad No ala corrupci'on,0,1,telcel
que ladilla esta la se'nal Es solo MOVISTAR ? ..,0,1,movistar
prefiero platicar con #afro 15 min. que con una se'norita de @telcel,0,1,telcel
Bueno y un dia Movistar decidio volver a darnos internet. La puta que te pario Movistar!,0,1,movistar
el n'umero Telcel que usted marc'o... como odio eso! :@,0,1,telcel
"Soy positivo en que @Presid_Movistar me va a responder si al igual que Digitel, Movistar bloquea el IMEI de mi BB Robado! Buenas Noches?",0,1,movistar
Gracias #telcel por tan buena se'nal #pendejos,0,1,telcel
"â€œSrita, la Del Valle es una zona muy inestableâ€ù, me dice el de Telcel por 2da vez. Como debatir ese argumento?",0,1,telcel
AMO CON TODO MI SER esta semana! Desde el sabado he estado comprando uno o dos starbucks diarioo! #ImReallyTruthlyLovinIt,1,0,starbucks
Perdon si no kontesto pero sale cara la navegacion ora ya jajaja che telcel,0,1,telcel
TELMEX  t sacaste un mega 10!!!!!!!!!!!!,1,0,telmex
Espero encontrar un starbucks en mi camino jaja #adicta,1,0,starbucks
AJAJAJAJJA EL RECLAME DE MOVISTAR!ESTA DEM'aS U.U,0,1,movistar
"ya soy feliz, queria ir al starbucks por un javachip pero ese chocolate que trajo la jefa de los bidmanagers estaba re bueno",1,0,starbucks
"Consulte el saldo del #movistar y me dice que tengo $414,580 pesos a favor, yo recargu'e $70... Creo que me dieron m'as por buenaonda D:",1,0,movistar
En 2 semanas mi BB... ser'a claro o movistar? Adivinen :B,1,0,movistar
Buen servicio al cliente en Direct tv. Cuando hablaba con las se'noritas de Telmex me tocaba seguir los consejos de Cesar Mill'an.,0,1,telmex
"Â¡La constancia, la disciplina y la confianza en uno mismo son los que nos llevar'an a alcanzar cualquier objetivo... http://fb.me/12vQ9FUcT",1,0,telcel
neta esta horrible la conexi'on #Telmex estaba mejor antes de que reportara los problemas que tenia y q arreglaron :(,0,1,telmex
Rid'iculo! Para Abell'an todo lo negativo es sabotaje de gente comprada RT @haroldv Movistar atribuye a presunto sabotaje falla en servicio,0,1,movistar
5 dias sin se'nal Movistar Caicara del Orinoco (Bolivar) catalogan de irresponsable a esta operadora de telefonia Movill,0,1,movistar
"Me emputa no tener internet @telmex, pq seguramente los de @telcel se van a manchar con su cuenta, pa'l caso #losdossonunamierda",0,1,telmex
Falla en los servidores de Telmex no hay telefon'ia ni Internet en la zona sur del estado de Guanajuato est'an afectados los bancos no hay 'op.,0,1,telmex
Como le cobro a #telcel todos los minutos fuera del area tanto de 3G como de linea #telcelesunamierda,0,1,telcel
Salgo de la pista y me voy directo al starbucks por un frappe :p q ricoo y q frioo,1,0,starbucks
"anoche me llamaron de movistar, despu'es de tres semanas de haber contratado mi banda ancha desnuda, se sacaron el pillo no mas, en",0,1,movistar
"Mugre #Telmex. Cuando en otros paises la conexion es de hasta 200Mb/s, t'u nos das s'olo 2Mb/s. #FuckU",0,1,telmex
#consejosdeolga de #comosobrevivirunroadtrip con un @Starbucks y una buena vista http://twitpic.com/5m541w,1,0,starbucks
"Yo, yo viv'ia quej'andome de la se'nal de Movistar y sufr'ia tanto como ustedes pero me compre un Router y solucione todos mis problemas.",0,1,movistar
Soy tan demaletas qu'e el hijueputa Telmex se fue en mi casa t_t,0,1,telmex
Movistar est'a pote o soy yo solo ?,0,1,movistar
ooo twiter te amo y #TELMEX gracias =),1,0,telmex
"Alsea abre su 1era cafeter'ia Starbucks en un edificio corporativo, Torre HSBC http://goo.gl/fb/rgEFM",1,0,starbucks
me caga telcel ahora por eso me comprare iphone #tomala,0,1,telcel
"Movistar, TE ODIO!",0,1,movistar
que pasa con movistar hoy:S?  @Presid_Movistar,0,1,movistar
P'esima la se'nal de @Telcel te odio!,0,1,telcel
Cuando sera que Telmex de el #Fuaaa porque el Internet sigue estando p'esimo Â¬Â¬,0,1,telmex
Maldita sea la perrita que me atendi'o en el Starbucks!!!!!!!,0,1,starbucks
Ayer hice una cataci'on de caf'e en Starbucks! Fue lo m'as! ?,1,0,starbucks
Nada mejor como un cafeciito para una noche de domingo.  @ Starbucks http://gowal.la/c/4zLoR,1,0,starbucks
Casi dos horas sin luz y sin #Movistar @Presid_Movistar,0,1,movistar
Yo quiero ir al desfile de @telcel,1,0,telcel
hoy telcel me manda mas sms que tu,0,1,telcel
#Movistar... Apestas!!!!!!! Tengo como 4 horas sin se'nal! Â¬Â¬,0,1,movistar
Movistar empeora las condiciones del compromiso de permanencia (CUIDADO) http://bit.ly/mKMtEa,0,1,movistar
"Me acaban de regalar un mini girasol en Telcel, creo que es uno de los d'ias m'as felices de mi biof'ilica vida.",1,0,telcel
#mecaga que las paredes de mi casa parezcan de plomo y no dejen entrar la ya muy da'nada se'nal de telcel,0,1,telcel
Te odio Telcel con todo mi ser,0,1,telcel
"S'i tienes Telmex o Claro, no eres el 'unico. Anda como las pelotas esta semana. @angeloazul_81",0,1,telmex
no mms me cagan los comerciales con doble sentido de megacable o de Yoo,0,1,megacable
"PUTA MADRE ahora que tanto me urge navegar, el pinche internet de la mierda o se cae o esta m'as lento que la chingada, GRACIAS @Megacable",0,1,megacable
Estar'ia padre ir al festival ese de #Telcel en Paseo de la Reforma!,1,0,telcel
Y despu'es ya pueden ir al centro de atenci'on a clientes #iusacell y activar su celular preferido,0,1,iusacell
Aaggrr!! Detesto ese mensaje d #telcel q mi saldo se esta agotandoo!! :@ Ya lo seeee!!,0,1,telcel
#sebusca muchacho de habla muy veloz y p'esima dicci'on... atenci'on telef'onica telcel,0,1,telcel
Es Movistar @AlexBotana a @andruriballo y a @MariaeHernandez tampoco les funciona bien,0,1,movistar
A alguien mas no le esta sirviendo su IPhone con @telcel??,0,1,telcel
es una mamada comprar en tienda telmex on line cuando no eres el titular de la linea.. pff,0,1,telmex
Estoy conectada a Internet con un modem de Movistar. Shoot me. Shoot me now. #qu'eMarginal,0,1,movistar
Soy yo? O la pinche red Telcel anda mal?,0,1,telcel
"Mucha chamba, gracias TELCEL!!!!!",1,0,telcel
Quiero un chocolate caliente del starbucks....,1,0,starbucks
Estoy volviendo LOCO a @ToMLeS con una cosa del blog. Cuando vuelva a Bs. As. voy a tener que comprarle un frappuccino en Starbucks.,1,0,starbucks
Vale...los de #movistar no han llamado...Recibo que va de vuelta.#ser'ancabrones,0,1,movistar
Telcel con mucho amor &amp; cari'no ve y chinga a tu petaarda pitufa boba cara de cola madre! Gracias :],0,1,telcel
Telcel va a traer a Messi.. y te venden los Boletos!! Los deber'ian de regalar..  #Encajosos,0,1,telcel
"'Ma'nana de pautas. Puta se'nal, mardito Movistar...' #estadosdeBBmsn",0,1,movistar
Movistar nos est'a cagando encima.,0,1,movistar
El numero telcel que usted marco no esta disponible o se encuentra fuera del area de servicio #theworst :(,0,1,telcel
Fuck!! @Telcel Â¬Â¬ 24 horas sin Se'nal #NoEsDeDios :(,0,1,telcel
"Repito, poblaci'on de Aguada Grande estado LARA con la se'nal Movistar CAIDA, no sirve para NADA. Ayuda con eso Sr Abellan @Presid_Movistar",0,1,movistar
Servicio comunitario en starbucks con @Lulaaz,1,0,starbucks
Nooooooo mms quiero llorar noo nta esto es una gran farsaaa aaaaaa )': maldito telcel idiotaaa,0,1,telcel
"Toda la vida. RT @Emely_lr: Ustedes se quejan de Movistar, pero la se'nal de Digitel tambi'en anda media apestosa.",0,1,movistar
Telcel no puede seguir jugando con los sentimientos de la gente de esa forma.,0,1,telcel
"Estoy descargando a 500 Kb, no sabia que Telmex aumento el plan, #Quecaja",1,0,telmex
Que ganas tengo de un starbucks... Pff deber'ia de haber uno aqu'i cerca en el centro.o,1,0,starbucks
Ofertas Trabajo Tecnicos Duna (Agencia Movistar) en Lima: Solicitamos tecnicos para campa'na de Formalizacion de ... http://bit.ly/pTJZcc,1,0,movistar
Marce marce muerta en las instalaciones de telcel http://yfrog.com/kesulsj,0,1,telcel
"me aparece un cargo a mi cuenta telefonica del carrier de #telmex carrier que no contrare, ustedes llaman y por mas que diga que no siguen!",0,1,telmex
"maldita  movistar, sos de terror! me mandas un sms que se me corta el 13/7 y hoy me levanto sin cel. aparte de internet movil, asco total",0,1,movistar
Extra'no mi Banda Ancha... - El â€œinternet m'ovilâ€ù de Movistar no es tan fuerte aqu'i en la comarca :( Ahorita... http://tumblr.com/xd03cgyv5c,0,1,movistar
Ruego a dios que m'inimos haya se'nal m'inimo de tel'efono Iusacell en Zacatecas n.n,0,1,iusacell
"Ayer se quemo Daka, hoy se quemo Movistar es la vaina? Esa se'nal mas mala.",0,1,movistar
Telmex vas y chingas a tu madre con esto de la NAT cerrada! Neta goeey!,0,1,telmex
Por donde yo vivo es falta RT @mariaghz: @Emarin2 hola! No yo estoy en puerto la cruz y aqui movistar es Fatal!! : (,0,1,movistar
Viendo los anuncios de #movistar sobre el #adsl me dan m'as ganas de cambiarme a #ono . Es que son 100 falsos..,1,0,movistar
Yo me declaro adicta a @Starbucks!! Diario tomo un cafe :) jaa #meencanta,1,0,starbucks
Tomandome el mejor cafe del mundo..! @ Starbucks' Frappuchino Java Chip... http://yfrog.com/kj1pvuj,1,0,starbucks
Porqueria de movistar!,0,1,movistar
"Fans Mercurian@s de Aguascalientes, hoy reunion en Starbucks de altaria a las 5y30pm pa reunir fans. No faltes!!",1,0,starbucks
Sin se'nal telcel! Y sin poder irme x q est'a cayendo tremendo aguacero ;(,0,1,telcel
Qu'e raro!!! La conexi'on de datos de #Movistar no quiere servir para nada!! No deber'ian cobrar cuando el servicio no sirva :@,0,1,movistar
Ala yo renegando y #Tigo resulto tener mejor servicio que #Movistar y #Comcel,0,1,movistar
Que antojo de un chocolate de starbucks!!,1,0,starbucks
Sab'ian que Telmex ya va ofrecer banda ancha de hasta 20mgb? Shhhh es topsecret... Ups,1,0,telmex
Es increible lo pote que esta movistar hoy.,0,1,movistar
"CFE es de la empresa que m'as se queja la gente, luego Telcel, despu'es Dish, cuarto Iusacell, el quinto Telmex, por sus p'esimos servicios.",0,1,telcel
"Que hago??? Renovar mi contrato en telcel o cambiarme a iusacel, cual esta menos peor?",0,1,telcel
Telmex no supo solucionar mi problema!!,0,1,telmex
Gafo es poco...!!!!  RT @jhenny_v @NanyHerrera88 mana creo q movistar esta gafoo :(,0,1,movistar
Movistar la se'nal que nos separa.,0,1,movistar
que novedades  me tienes  @IUSACELL   JR habra nuevos equipos  ??  quiero lo de hoy  jejeje  saludos,1,0,iusacell
Empleada de un concesionario Telcel es victima de estorsion por $17 mil. http://iqroo.com/?p=2041,0,1,telcel
ma'nana recuerdenme de marcar a telcel tengo que pelearme con ellos,0,1,telcel
mi mejor amigo es movistar me manda muchos mensajes.,0,1,movistar
Les tarigo a la venta un carrito sanguichero con cargo a su recibo telmex :D @laurabbozzo @carloseslim #fb,0,1,telmex
Que es esa paja de que movistar esta regalando minutos y MB... Â¿Es verdad?,0,1,movistar
alguien tiene un black berry k me preste mientras TELCEL decide darme el new??,0,1,telcel
A Movistar la gerencia Chavez?RT @ElUniversal: Movistar atribuye la falla en su servicio a un presunto sabotaje http://bit.ly/nxrrzZ,0,1,movistar
AAA vEEEEER @Telcel ahora q pedo te traes q no tengo servicio en mi telefonoooooooo,0,1,telcel
Ok pinche telmex me dejo 6 d'ias sin internet y me dicen que sigue en proceso mi reporte a la verch con ese internet ...,0,1,telmex
y estos infelices de movistar q se creen?? Â¬Â¬ pague TODITO lo q debia y di de baja el plan...ahora me mandan una nueva factura! su madre!,0,1,movistar
Alguien sabe si est'a fallando la red de #telcel ??? Me qued'e sin se'nal :S,0,1,telcel
Celebrando la semana del bicentenario Hablando Gratis con Movistar http://bit.ly/prq6gU,1,0,movistar
Siendo sinceros y sin ninguna consigna. Desde que inicio el pleito entre Televisoras y Telmex mi servicio de internet de cablevisi'on mejoro,0,1,telmex
#NoMamar piche telcel chafa! No me deja hacer nada! :/ el twitter para BB no sirve y ahora el Uber Social tampoco!,0,1,telcel
Uyy! @Telcel me invita a ver a Paty Cant'u en GDL con el 30% de descuento. Eso s'i cuando quer'ia ver a Interpol puro :-,0,1,telcel
Ya me llego el antojito de #starbucks #EstaMal #Espregunta tendra q esperar hasta ma'nana :),1,0,starbucks
La se'nal de movistar esta tan HP.. @&amp;#' hoy,0,1,movistar
Estoy mol'iaaaaa.....qu'e sue'no!! Despu'es me tomo un frapuccino grande en el Starbucks y se me quita!! :P #jartiblesanonimos,1,0,starbucks
Pos q gran apoyo le est'a dando Iusacell a Android con comerciales y venta de equipos ;),1,0,iusacell
TAN FELIZ me hace tener a @_TOiAcevedo @ama2r y a @taulanaewn en numeros frecuentes de iusacell :'D,1,0,iusacell
"la vida me sonri'e! hoy 2 ministerios p'ublicos, 1 centro de atenci'on a clientes telcel, 1 tesorer'ia...",0,1,telcel
"10 minutos con la grabaci'on de @Telmex :por favor espere, en un momento ser'a atendido es para volver loco a cualquiera #Telmexapesta",0,1,telmex
Aja Sal'i Premiado por Movistar TLV DATOS !! Gracias Presi :) @Presid_Movistar,1,0,movistar
"Todos los usuarios @Telcel q llevan m'as de 15 hrs sin internet, les pido q vayan a un CA o llamen, hay q fregarles el d'ia como ellos a nos.",0,1,telcel
Mmmm esta como apestando mi plan de datos de movistar,0,1,movistar
Hoy fui a Starbucks caos total estaba full,0,1,starbucks
Movistar al parecer estuvo de porqueria? no me fije u.u,0,1,movistar
OH MY GAD!!! Starbucks en huelga!!! Que bueno que recicle el vasito de cart'on y lo relleno con nescafe. Jijijiji,0,1,starbucks
"El HT #Telcelapesta deber'ia de ser TT de manera permanente, tienen el peor servicio del mundo, nunca resuelven nada. Ccp. @Telcel",0,1,telcel
3 hrs en el CAT de telcel pa renovar mi shingado contrato!!,0,1,telcel
Guacala esa gota gigante de sudor del comercial de telmex,0,1,telmex
alguien sabe twitter el TELMEX...!!!  para que les miente.. toda su P398535 ahhh....!!,0,1,telmex
"Â¿Por qu'e siempre leo mentadas de madre para Telcel y nunca para Sky? Me dej'o sin se'nal todo el segundo tiempo. A ver, va la m'ia: #&amp;Â£$}Â«=Â±?!!",0,1,telcel
Cafeter'ias de Starbucks en Chile enfrentan amenaza de huelga: http://t.co/8KmlvLL via @AddThis,0,1,starbucks
que pedo con mi #movistar me acaba de llegar un mensaje de voz de hace Â¡Â¡Â¡1 semana!!!,0,1,movistar
"Me perd'i un d'ia de aqu'i gracias a la mala se'nal de #Movistar. Ya me voy a dormir, queden con Dios!",0,1,movistar
Con el dinero q gasta Movistar en publicidad en la radio se podr'ian hacer 200000 casas en Venezuela es una locura todas las radios tienen!,0,1,movistar
No funcionara el internet de #iusacell pero fueron los primeros y se adelantaron a felicitarme de mi cumple hahaha,0,1,iusacell
No me encant'o el chocolate caliente de #Starbucks :(,0,1,starbucks
"Movistar esta hecho mierda,digitel hoy esta de lo mejor *-*",0,1,movistar
Movistar es una mierda?,0,1,movistar
Starbucks va por el mercado corporativo http://t.co/dKeOsxG,1,0,starbucks
Problemas de conexi'on con Movistar a nivel nacional!,0,1,movistar
"Al fiiiiin el internet regres'o a mi computadora, osea para eso tengo mi bb pero me cobran demasiado ultimamente en movistar Â¬Â¬",0,1,movistar
8 horas y sigo sin se'nal de @iusacell #fail asi como puedo probar que tal funciona su internet :(,0,1,iusacell
"Acabo de enterarme que Telcel bloque'o la app de HeyWire (SMS gratis v'ia internet). No as'i Iusacell, Movistar, Unef'on o Nextel. Â¡Malditos!",0,1,telcel
envia la palabra DATOS al 8950 hasta ma'nana viernes a la 1:00 p.m para recibir los 50 MB gratis de navegaci'on que Movistar,1,0,movistar
"Mi hermana por su cumplea'nos, quiere ir a tomar caf'e al Starbucks, tanta we'a de mierda que ve en la tele, se nota que le afecta Â¬Â¬",0,1,starbucks
Me caga que no todo Mexico sea territorio telcel :),0,1,telcel
la vaina es q movistar esta malo #jojojo RT @Isabelguevara_1: Mi cuerpo te llama a gritos en la inmensidad de la noche,0,1,movistar
Movistar no llegan los mensajes,0,1,movistar
ma'nana.... a primera hora en el centro de atenci'on telcel para arreglar este problemota! DD:,0,1,telcel
500 pesos vale la data mensual en Telcel! 4 veces m'as que en Panam'a!! Tan pasaaaaaaos!,0,1,telcel
Que ladilla es movistar,0,1,movistar
Tengo ganas de un cafe de Starbucks! :33,1,0,starbucks
Abrir la cartera y encontrarte un paquete de galletitas de avena y pasas de starbucks. #LAfelicidad,1,0,starbucks
"Cada vez me cambio de plan para que no se me acaben los megas, y siempre se me acaban. #Movistar que pasa contigo?",0,1,movistar
A punto de entrevistar a un creativo en starbucks. Para reconocerlo le pedi que usara un clavel rojo en la solapa. Espero que si venga...,0,1,starbucks
De esas veces que te quedas sin servicio maldito Telcel estuve 10 min sin internet,0,1,telcel
Que bien por ti RT @Gabotweets19: Annylus a mi movistar me funciona bien @Presid_Movistar,1,0,movistar
"Excelente final de viernes, con los amigos, degustando un delicioso caf'e en #starbucks de #zonaazul #dpm!",1,0,starbucks
se queiren quejar de que no sirve el internet de telmex reclamos aqui @TELMEXSoluciona,0,1,telmex
Uno de estos d'ias me cambiar'e a #Movistar ya que a #Telcel no le llegan los mensajes de #HeyWire,0,1,telcel
Movistar ha arruinado 'hey soul sister' (train) para siempre...tanto q la amaba :( #Fail,0,1,movistar
aun no comprendo xq soy movistar?,0,1,movistar
"JAJAJAJAJA con Movistar no mucho xd. buah, da igual*-* Ser'a divertido.",0,1,movistar
"â€œ@Etolsa: Maldito TELCEL , aparte de rateros seguro a muchos nos hace pasar un mal dia .â€ù pero a donde mas irse??? Los dem'as est'an de la ver",0,1,telcel
Telmex es una porquer'ia se da'no la se'nal en pleno partido...,0,1,telmex
"Esto es un escarmiento para nunca volver a escoger una blackberry como celular y menos tener servicio con telcel, sigo sin servicio",0,1,telcel
:O puedo twittear desde mi bb sin tener plan gracias Iusacell :D,0,1,iusacell
Movistar si me llama a cada rato para ofrecerme planes basura y yo no puedo llamarlos.,0,1,movistar
Hoy vinieron los de Telmex!!! ma'nana ponen el internet!!! :D,1,0,telmex
Â¿Ya te enteraste del Gran #DesfileTelcel? â€_ ser'a una experiencia incre'ible!!! http://bit.ly/pjZ837,0,1,telcel
Puto TELMEX: estoy alado del modem y la se'nal es baja...,0,1,telmex
ta madre con #telcel de nuevo no hay 3G,0,1,telcel
Necesito cancelar mi plan en telcel... Ya me harte,0,1,telcel
 Es m'as f'acil que el pajarito de twitter ponga un huevo a que Telmex me aumente la velocidad del internet...,0,1,telmex
"Que ladilla estuvo Movistar hoy de pana, me dan ganas de cambiarme a otra agencia",0,1,movistar
hahahahaha x) me imagino d una cafe d starbucks dudo que d goma x) en vez d preguntarme amigocha stas bien?? @MauricioBernal4,0,1,starbucks
"JAJA digitel es una mierdaRT @Dealexay_A: @SoiLauZmbra el es movistar, yo soy digitel :s",1,0,movistar
